"Group.1" "Group.2" "tBodyAcc.mean...X" "tBodyAcc.mean...Y" "tBodyAcc.mean...Z" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyAccMag.mean.." "tGravityAccMag.mean.." "tBodyAccJerkMag.mean.." "tBodyGyroMag.mean.." "tBodyGyroJerkMag.mean.." "fBodyAcc.mean...X" "fBodyAcc.mean...Y" "fBodyAcc.mean...Z" "fBodyAccJerk.mean...X" "fBodyAccJerk.mean...Y" "fBodyAccJerk.mean...Z" "fBodyGyro.mean...X" "fBodyGyro.mean...Y" "fBodyGyro.mean...Z" "fBodyAccMag.mean.." "fBodyBodyAccJerkMag.mean.." "fBodyBodyGyroMag.mean.." "fBodyBodyGyroJerkMag.mean.."
"WALKING" 8 0.101080573997917 0.362119166177292 -0.249340622645833 -0.0611657022916667 -1.17388370020833 -1.14290794175369 -0.188349278729167 0.2279480693125 -0.383874395356042 -0.175700895612083 -0.307789068035 -0.0244789927 -0.381969181797917 -0.4595437907625 -0.4407153682 -0.128728654789583 -0.128728654789583 -0.2514032970225 -0.241849142159583 -0.842086525 -0.395775870733333 0.641827324583333 -0.3970719367625 -0.582646896333333 0.395566823720833 -0.766045771520833 -0.336315059704167 -0.450535413833333 -0.275876434291667 -0.456036261285417 -0.400270539891667 -0.628701426541667 -1.05426642166667
"WALKING_UPSTAIRS" 8 0.0871679774146341 0.320527219536585 0.00606515883902439 -0.0663045690243902 -1.2223735602439 -1.06847589111951 -0.10523721432878 0.00177048160487805 -0.51497657102439 -0.174723891268293 -0.270903442229268 0.265071874856098 -0.5605163661 -0.452595250512195 -0.48377569702439 -0.10617362502439 -0.10617362502439 -0.369790977612195 0.0571200671707317 -0.894639045853658 -0.341696055558537 0.568832859878049 0.0608164994658537 -0.447613867117073 -0.0958774055073171 -0.894904120487805 -0.650216342463415 -0.161042395719512 0.429177065380488 -0.539547370758537 -0.511117067241463 -0.412936599743902 -1.03900386878049
"WALKING_DOWNSTAIRS" 8 0.307623436584211 0.322720405607895 0.0261189041052632 -0.0317430631578947 -1.12919117789474 -1.03900794759526 0.369081812863158 0.250121334168421 -0.0529492426631579 -0.379620511505263 -0.0257628965605263 -0.0154213875581579 -0.3028162463 -0.123949620363684 -0.276394773207895 0.307937179055263 0.307937179055263 0.516036746368421 0.0527137872 -0.283674009736842 0.110543873852632 0.620596857815789 0.181081240544737 0.387500384881579 0.494583479642105 -0.0260577296394737 -0.433475547868421 0.0699552467394737 -0.240503599692895 0.145485663736842 0.466263191157895 -0.255953043884211 -0.388164056744737
"SITTING" 8 -0.711534679456522 -0.934057503234783 -1.04401407934783 -0.134304089130435 -0.697367184304348 -0.671580146 -0.906517377586956 -0.987359769154087 -0.99596669918087 -1.03926375154348 -1.0670096203913 -0.8880186675 -1.08557967243478 -1.02914365380435 -1.02981462945652 -1.88208331997826 -1.88208331997826 -1.96672888956522 -1.88568387543478 -1.97856409891304 -1.95939964043478 -1.8680496876087 -1.8933261223913 -1.97189088130435 -1.96325988804348 -1.96918066043478 -1.96753961130435 -1.94551432326087 -1.92443093086957 -1.87970302347826 -1.96025250413043 -1.91905794586957 -1.97387786673913
"STANDING" 8 -0.709194432037037 -0.953290735788889 -1.03218025202222 -0.0300202961111111 -1.04936446289556 -1.01623311618519 -0.913824975296296 -0.968292623466111 -0.979389366582778 -0.994957577635185 -0.997432808937037 -0.910429415407407 -1.07933066174074 -1.03402783361111 -1.03711922330741 -1.8909500692963 -1.8909500692963 -1.96485303685185 -1.90607328648148 -1.97004092 -1.97740361185185 -1.88628082277778 -1.87010789944444 -1.97944332537037 -1.954759405 -1.96394293777778 -1.94387843351852 -1.94065098296296 -1.95148873277778 -1.89237425706296 -1.95888131296296 -1.91868405037037 -1.96554156962963
"LAYING" 8 -0.681786932462963 -0.956119333388148 -1.03473682001852 -1.32480322844444 -0.368067601666667 -0.222004724111111 -0.885420351962963 -0.953191036123333 -0.983009453764074 -0.959850405524074 -1.0411767996 -0.829401447259259 -1.07636908572222 -1.01315997172407 -1.0570135187963 -1.84855896388889 -1.84855896388889 -1.93610200685185 -1.85672411296296 -1.94746730296296 -1.89366386222222 -1.88305342066667 -1.87541601159259 -1.94907050759259 -1.95504831907407 -1.93081035962963 -1.92575024685185 -1.90772763111111 -1.93813320555556 -1.84953762494444 -1.92558394666667 -1.88131592055556 -1.94019722574074
"WALKING" 9 0.0401492794230769 -0.219786157955365 -0.168784159210769 -0.0291048940384615 -1.00267659695 -1.07138011665731 -0.136298060913462 -0.255704342844423 -0.405616898751923 -0.556999566596154 -0.529614038946154 -0.15405374145 -0.607905718484615 -0.584828570780769 -0.521222156097692 -0.477512819614346 -0.477512819614346 -0.520847102634615 -0.784268078365385 -1.11012046846154 -0.512731141076923 -0.48165017475 -0.284602785445769 -0.484493741480577 -0.596087068480769 -0.818645608076923 -0.891080633653846 -0.927896196923077 -0.582589735403846 -0.832692975980769 -0.639208252307692 -1.07651200903846 -1.22693354192308
"WALKING_UPSTAIRS" 9 -0.0990079018367347 -0.321716313813898 -0.378653087502041 -0.0517357793877551 -0.939112104061224 -1.16008094563265 -0.266065020118367 -0.584880890061224 -0.639635536017143 -0.507943820734694 -0.442117858917143 0.00751814486571428 -0.728888493621225 -0.738884519934694 -0.680746992342857 -0.660949618571429 -0.660949618571429 -0.886152938163265 -0.509163210434694 -1.42149181734694 -0.71255173 -0.702663860918367 -0.628792231710204 -0.72946674 -1.19861150857143 -1.29295679346939 -0.675568008428571 -0.851192294469388 -0.493253225404082 -0.882819810408163 -0.904468860612245 -0.988324019081633 -1.52194104020408
"WALKING_DOWNSTAIRS" 9 0.509315715547619 -0.22871013241231 -0.0987431797523809 -0.0137234473809524 -0.97153702332 -0.958917472323571 0.147816386007143 -0.330129069095238 -0.356887674214286 -0.488067499059524 -0.412025117457143 -0.162880749501429 -0.604260516495238 -0.508363284652381 -0.485047610830952 0.411006489300952 0.411006489300952 -0.12246827072381 -0.491252865395238 -0.924883859285714 0.353617265066667 -0.456681840571429 -0.138655315372143 -0.0551531908690476 -0.669624863238095 -0.719055197928571 -0.748601664857143 -0.676794761166667 -0.607248058433333 0.311071108404762 0.0777213926690476 -0.771710963809524 -0.948330960714286
"SITTING" 9 -0.70890104786 -0.90215818198 -0.90738034154 -0.0389558956 -0.9878777928938 -0.800591013276 -0.887530850026 -0.946960147538 -0.970564110251 -1.001348925978 -0.96061534452 -0.8493849052092 -1.0576031558 -1.018590888672 -1.021580381394 -1.7571181518 -1.7571181518 -1.9161640002 -1.8098418574 -1.93972521 -1.916317053 -1.77929682646 -1.710203178624 -1.9322566432 -1.9165303772 -1.922468317 -1.9121512532 -1.8502763688 -1.8744997914 -1.7668907086 -1.9024454222 -1.840908967 -1.9343126026
"STANDING" 9 -0.693431195111111 -0.958681254735556 -1.01457055391111 -0.0277796582222222 -0.982957684029556 -0.923097602755556 -0.893970193533333 -0.950779353282222 -0.975285050168667 -0.951173748346 -1.00685679874044 -0.840648804111111 -1.04500339555556 -1.01695648787778 -1.02730079670444 -1.88127249288889 -1.88127249288889 -1.93328875666667 -1.82932162622222 -1.93511109511111 -1.94924194044444 -1.88363944866667 -1.85558370644444 -1.942592592 -1.93085887844444 -1.93971794911111 -1.841713014 -1.89646487844444 -1.88645314777778 -1.88659571822222 -1.92683604355556 -1.84067872733333 -1.93226242711111
"LAYING" 9 -0.6831375532 -0.936819598062 -1.04825700684 -1.5020738974 -1.0891486844 -0.0133316486 -0.87666702256 -0.952434947082 -0.9656161328584 -0.955878545948 -1.08552145123 -0.860320359718 -1.04917571482 -0.989722499148 -1.0340252077 -1.84599523776 -1.84599523776 -1.9184013544 -1.8056829736 -1.9173263788 -1.8878465212 -1.8472033492 -1.8878901642 -1.9329053692 -1.9307169422 -1.9156239326 -1.8766870714 -1.857711596 -1.9255013212 -1.848534033594 -1.9094152978 -1.822005917 -1.9080967248
"WALKING" 10 0.0998643422075472 -0.0397655163603774 -0.504702584207547 -0.0113430083018868 -1.05494242120755 -0.902935104075472 0.0335952796075472 0.0791629831377358 -0.527958225388679 -0.403515977661509 -0.33280739705534 -0.0758552954877359 -0.488773286669811 -0.561603826028302 -0.390205785526415 -0.313003308137736 -0.313003308137736 -0.0950166542888491 -0.558483866018868 -0.941391553207547 -0.320556498509434 -0.0763845153283019 -0.847486938113208 -0.187092934178679 0.0793919690590566 -1.0225331590566 -0.736206713584906 -0.549601856113208 -0.381822896107547 -0.463495686241509 0.0707277151967925 -0.912376706603774 -1.03274113490566
"WALKING_UPSTAIRS" 10 0.105529929170213 -0.0199383689617021 -0.192054913968085 -0.027355044893617 -0.993606445319149 -0.841993068096234 -0.122337245159574 -0.151171655206383 -0.658858063397872 -0.235189991278723 -0.0542875547765957 -0.232542914002128 -0.584503882806383 -0.641863910124468 -0.518746973148936 -0.238199809690128 -0.238199809690128 -0.48804824033617 -0.0692052888578723 -1.14173532382979 -0.311368140055319 -0.0906972918685106 -0.335441131476596 -0.448812643022128 -0.409668968310638 -1.21612480255319 -0.559826336976596 -0.0641232009148936 -0.66658544993617 -0.528304256255319 -0.487918191212766 -0.432341066914894 -1.27187356042553
"WALKING_DOWNSTAIRS" 10 0.586135141947368 -0.0159259234394737 -0.294406159280263 0.000539807894736849 -1.00161990057895 -0.860213683810526 0.324235193552632 -0.0942378653260526 -0.318035800115789 -0.429584971315789 -0.418150064094737 0.0371411848578947 -0.481362539763158 -0.520588782947368 -0.299178700813158 0.407841974815789 0.407841974815789 0.161578254106316 -0.304229654310526 -0.895960067631579 0.540623016315789 -0.05428716815 -0.426414528005263 0.338331809628947 -0.272860098139474 -0.63682696516579 -0.553864638237105 -0.61573271481579 -0.111254956465789 0.158441419286842 0.195004716731579 -0.700127614736842 -1.02918500394737
"SITTING" 10 -0.712289769444444 -0.933022211815 -1.07208022046296 -0.181241155925926 -0.976950781481482 -0.764363947685185 -0.911409163555556 -0.971778035227778 -0.99325146798037 -1.03211631490741 -1.0523726647037 -0.885850075092593 -1.08548215987037 -1.03370614890741 -1.03920100465111 -1.90042679111111 -1.90042679111111 -1.97326409388889 -1.9072666212963 -1.98540368407407 -1.96718557203704 -1.85328826301852 -1.94076569722222 -1.9789159312963 -1.96300844722222 -1.97516762777778 -1.97618972407407 -1.96975886222222 -1.92781402944444 -1.89679296351852 -1.96916754259259 -1.9369196887037 -1.98360063018519
"STANDING" 10 -0.701753181136364 -0.93510370375 -1.04923552438636 -0.0372506995454546 -1.01857050713636 -0.924881636684091 -0.883333051431818 -0.929427900351591 -0.981289010314773 -0.958080490515 -1.04654321272727 -0.850429538863636 -1.05512138159091 -1.01360431666364 -1.02746728538636 -1.88925344590909 -1.88925344590909 -1.91722203295455 -1.85027407 -1.93604707204545 -1.95304906045455 -1.84523922181818 -1.89337106704545 -1.93217730204545 -1.88703515409091 -1.95167024136364 -1.85627985568182 -1.91872365886364 -1.90981698818182 -1.88515841045455 -1.903739655 -1.86074829386364 -1.93066989681818
"LAYING" 10 -0.688053110862069 -0.970748786206897 -1.07664012874138 -1.40760167948276 -1.10599883706897 -0.994167266568965 -0.904192402236207 -0.951231796351207 -0.969089766723448 -0.981269136989655 -1.03069277331276 -0.867220119068966 -1.06620883251724 -1.00550083238621 -1.04302379403448 -1.89708347413793 -1.89708347413793 -1.94379141586207 -1.86506216431034 -1.93046378051724 -1.93715224724138 -1.90057099739655 -1.92411451298276 -1.95791903293103 -1.93615986603448 -1.95117455206897 -1.91833847844828 -1.90812353103448 -1.94505457431034 -1.8951530837931 -1.933938675 -1.87139395793103 -1.92174969706897
"WALKING" 11 -0.151020178983051 -0.0688596584064407 -0.636722615389831 -0.0346325630508475 -1.17828642372881 -0.826799468966102 -0.345545410710169 -0.168650982598305 -0.734019558966102 -0.63903983039322 -0.570135784713559 -0.349803752991619 -0.633436816667797 -0.789411010888136 -0.585347687642373 -0.776059387118644 -0.776059387118644 -0.805474486779661 -0.980164456779661 -1.38440412169492 -0.830237043389831 -0.179654672134915 -1.13949630508475 -0.907208308813559 -0.41197912931017 -1.44015848423729 -1.13790357661017 -1.04677058254237 -0.896847976101695 -1.04297005457627 -0.812562949830508 -1.20996806661017 -1.52548852220339
"WALKING_UPSTAIRS" 11 0.0249729002592593 -0.133483284074074 -0.310166615666667 -0.0608369501851852 -1.26793775777778 -0.760299424018518 -0.356105515209259 -0.44138175874037 -0.800505556905556 -0.583422600357963 -0.3387374205 -0.630853413669815 -0.724955877487037 -0.881442905461111 -0.823249538143519 -0.422186771907407 -0.422186771907407 -1.00007350851852 -0.632958199351852 -1.55844185351852 -0.554082557833333 -0.343150021501852 -0.665443853709259 -0.954182392962963 -0.892594245555556 -1.56923299259259 -0.989594427962963 -0.734955004983333 -1.40460060703704 -0.712088906296296 -0.989631963148148 -0.931323042777778 -1.61841483259259
"WALKING_DOWNSTAIRS" 11 0.434062188991304 0.0530025004323913 -0.435097088021739 -0.012751092173913 -1.12663241217391 -0.793443221195652 0.0062956003826087 -0.10158924198913 -0.602231372758696 -0.499137722630435 -0.522189254102174 -0.261435137406522 -0.556466574767391 -0.736620617426087 -0.517863993202174 0.17700202251087 0.17700202251087 -0.325223363347826 -0.537233188754348 -1.27704534913043 0.215100487208696 0.0510285315391304 -0.726251337173913 -0.248804635176087 -0.307923069923913 -1.15912827195652 -0.71649977073913 -1.00938201869565 -0.670679583043478 -0.0468423027065217 -0.271116750343478 -0.83672953586087 -1.38257019695652
"SITTING" 11 -0.706206364716981 -0.936321679788679 -1.08121040022642 -0.116105542830189 -0.736076266335849 -0.783129914773585 -0.904157431113208 -0.966980481948302 -0.975107602005472 -1.02816340309434 -1.0577774880566 -0.87667037054717 -1.08534386643396 -1.02783612511509 -1.0315555909566 -1.90655259018868 -1.90655259018868 -1.95386736188679 -1.91184896037736 -1.97577569584906 -1.9648712645283 -1.8545503445283 -1.94073950132075 -1.96243969245283 -1.93587609339623 -1.96547446811321 -1.97429638811321 -1.96477456396226 -1.91125658792453 -1.90158799509434 -1.94760446566038 -1.93051119301887 -1.97286320188679
"STANDING" 11 -0.717263315957447 -0.981372420361702 -1.09506934319149 -0.0380648621276596 -1.15413053340426 -0.862234830212766 -0.91651763206383 -0.967015183019362 -0.990878905806596 -1.00955664682979 -1.07075697610638 -0.899577843276596 -1.08620975951064 -1.0351708453617 -1.04313649374468 -1.96515920553191 -1.96515920553191 -1.97809633787234 -1.95704944893617 -1.98600735021277 -1.98938181361702 -1.93220986255319 -1.97362830297872 -1.98580001489362 -1.96047284787234 -1.97883893765957 -1.95931083297872 -1.98837857489362 -1.96307174914894 -1.96375938319149 -1.97665782638298 -1.9600142306383 -1.98525848829787
"LAYING" 11 -0.704184359122807 -0.989856679091228 -1.08009775491228 -1.11439763385965 -0.047747638245614 -0.871572416350877 -0.908594574894737 -0.960558069900175 -0.979334879189825 -1.00001126857509 -1.02400263385789 -0.807878416877193 -1.08402234029825 -1.03208486766667 -1.05324481229825 -1.95351300964912 -1.95351300964912 -1.95983548701754 -1.90723693491228 -1.97511772491228 -1.96912357754386 -1.94499322280702 -1.94524488982456 -1.97200755263158 -1.94736921298246 -1.96286779333333 -1.95861205666667 -1.96530090368421 -1.92461832368421 -1.95003170017544 -1.95206730596491 -1.92194241 -1.9695483054386
"WALKING" 12 0.148230132504 -0.138344217614 -0.51376716892 -0.0122396052 -1.1206026236 -0.98636051508 0.032257790422 -0.0696282737514 -0.507250967672 -0.6507771414758 -0.48383050562 -0.2501963743396 -0.45304616994 -0.631143295592 -0.5273760147926 -0.339177419268 -0.339177419268 -0.164349973128 -0.76913870592 -1.066384226 -0.215064900144 -0.279817735152 -0.8744719946 -0.1126790899 -0.2354304790312 -1.0228724946 -0.9951188136 -0.9116846674 -0.73953900556 -0.562012302184 -0.043866334034 -0.9373059994 -1.126110454
"WALKING_UPSTAIRS" 12 -0.0171788536538462 -0.130175750163462 -0.544037155692308 -0.0218748165384615 -1.200522555 -1.00832156536538 -0.286990890730769 -0.318223939925 -0.710269724757692 -0.619782706311538 -0.5640812502 -0.259812330380769 -0.595563075669231 -0.794736269598077 -0.671728825725 -0.515027963269231 -0.515027963269231 -0.762297269230769 -0.842248535025 -1.38837884461538 -0.600377673269231 -0.298517078888462 -0.979441204807692 -0.776444974230769 -0.669003972269231 -1.43804472461538 -0.986823295038462 -1.08862970673077 -0.802176655769231 -0.685290549615385 -0.667449604230769 -1.15846760190385 -1.44746335653846
"WALKING_DOWNSTAIRS" 12 0.323929589 0.0927510768733374 -0.53457334573913 -0.00964203673913044 -1.12200060369565 -0.991504410506522 0.0684691689108696 0.0509927516695652 -0.493803169219565 -0.474674626078261 -0.519021412513043 -0.248263183617391 -0.305075060756522 -0.578396828717391 -0.430556195458696 0.115574770428261 0.115574770428261 -0.0415128923717391 -0.533810136976957 -0.895281014130435 0.0718396417630435 0.167259511330435 -0.88951134826087 -0.0793261543932609 0.0579063815282609 -0.996075750434783 -0.601219404845652 -0.939554608695652 -0.66128035476087 0.0428922973565217 0.11905996241087 -0.768492391926087 -0.945007915173913
"SITTING" 12 -0.707561557058824 -0.944370538852353 -1.04596911798039 -0.0589746668627451 -0.880591078133333 -0.86764456 -0.899366435176471 -0.953448411163137 -0.981159226197255 -1.0168412702549 -1.03569516747059 -0.878706317313726 -1.07143227623529 -1.0180955782549 -1.02870236306275 -1.89969372156863 -1.89969372156863 -1.94748038254902 -1.88867648235294 -1.95865287352941 -1.96366562117647 -1.86880199254902 -1.89054358705882 -1.95509023607843 -1.93077511098039 -1.95696043588235 -1.94486888666667 -1.9227659445098 -1.91048806156863 -1.90659144196078 -1.94466671196078 -1.9069728454902 -1.95774084078431
"STANDING" 12 -0.703838157540984 -0.940040508418033 -1.02621179986885 -0.0279963886885246 -1.18934797016393 -0.979072375746885 -0.897977018885246 -0.943155111303607 -0.983438290726557 -0.913658294545902 -1.01147758257705 -0.876107938540984 -1.05305368304098 -1.01214757002787 -1.02197576336066 -1.87669288032787 -1.87669288032787 -1.9314695404918 -1.74037299081967 -1.93121314557377 -1.96011667967213 -1.85562770606557 -1.86136738393443 -1.94755307311475 -1.90995812442623 -1.94991536065574 -1.7746779152459 -1.8867817104918 -1.90693771737705 -1.88495973180328 -1.9250046047541 -1.75238993754098 -1.92596953098361
"LAYING" 12 -0.695205247 -0.966592401048 -1.05649396916667 -1.31505037463333 -0.171017658166667 -0.6846007571 -0.88384674395 -0.954895443753333 -0.975000791943867 -0.980745422731667 -1.03742762886667 -0.804965594216667 -1.06623843221667 -1.00696790191667 -1.03784482994833 -1.88474736233333 -1.88474736233333 -1.93242474933333 -1.86656630933333 -1.93307978716667 -1.9114561295 -1.9019060115 -1.90310563533333 -1.94156277 -1.92792698883333 -1.93986353983333 -1.92590847183333 -1.90790539566667 -1.90209762383333 -1.88600069506667 -1.92410142266667 -1.88587085016667 -1.9258612195
"WALKING" 13 -0.0710972638596491 0.123300624198246 -0.331934993219298 -0.0616892131578947 -1.24455842649123 -1.07993730638596 -0.139951045295965 0.0596325221863158 -0.368660681987719 -0.393480677680702 -0.369870800582105 -0.284949383944912 -0.313471924624561 -0.389745826963158 -0.405435147838596 -0.428190244859649 -0.428190244859649 -0.264993563534561 -0.471909630385965 -0.625626589982456 -0.68832997 0.187711959774737 -0.516747902812281 -0.510176961461404 0.0507546459542105 -0.748437068473684 -0.628571184573684 -0.574832060631579 -0.731941855263158 -0.672989819614035 -0.265703424479825 -0.647424209315789 -0.687812744859649
"WALKING_UPSTAIRS" 13 -0.0380806578727273 0.0767315484107273 -0.342977833976364 -0.0988071889090909 -1.27945947036364 -1.11777826676655 -0.418081333063636 -0.324614029801818 -0.686333893565454 -0.679360449350909 -0.399752500525455 -0.0951255484890909 -0.697519301634545 -0.724111111221818 -0.617045738541818 -0.427493123921818 -0.427493123921818 -0.907416385090909 -0.652841564298182 -1.30118128527273 -0.648542028727273 0.0510002330545455 -0.589627467917636 -1.02054989509091 -0.688396590054545 -1.32073221327273 -1.04502401018182 -0.856459363454545 -0.527863957745455 -0.776588317272727 -0.916190815636364 -0.956248109272727 -1.368350044
"WALKING_DOWNSTAIRS" 13 0.226751190742553 -0.0464976305608511 -0.260327087723404 -0.0107674642553191 -1.14009948361702 -0.989045018211277 0.027613733801383 -0.156546455082979 -0.3423443769 -0.539686363310638 -0.222568733085106 -0.21148984311 -0.528456658510638 -0.326104656417021 -0.418291533195745 -0.0450732498382979 -0.0450732498382979 -0.171322035902128 -0.338877112 -0.600043949648936 -0.140703888023404 -0.128897941474468 -0.38449390130383 -0.229596532304532 -0.349587464565957 -0.632717515429787 -0.771867511468085 -0.383489215961702 -0.639914916787234 -0.158033578317021 -0.0992050495970213 -0.606681768425532 -0.609494764412766
"SITTING" 13 -0.715217775714286 -0.944845070995918 -1.03588772659388 -0.0558026002040816 -0.849583312204082 -0.855202171122449 -0.917540675967347 -0.98539099868402 -1.01085181471469 -1.02135674894898 -1.06993719630612 -0.884553211624694 -1.08729086581633 -1.03281003828163 -1.03647354163469 -1.8956263022449 -1.8956263022449 -1.97831093714286 -1.9150832355102 -1.98401923938776 -1.97954606040816 -1.89334041863265 -1.89037207085714 -1.98636038265306 -1.9698222222449 -1.97387330489796 -1.96993289693878 -1.96072676265306 -1.93783617020408 -1.89543149067347 -1.97668083877551 -1.93752637530612 -1.98294318755102
"STANDING" 13 -0.713262328245614 -0.966211638870175 -1.07966216950877 -0.0495371049122807 -1.21462437210526 -1.02931281877193 -0.911773007982456 -0.970083819801754 -0.987631221972123 -0.985126612232632 -1.04704228033333 -0.887965349263158 -1.07658512322807 -1.02226991918421 -1.03910312110526 -1.94008391701754 -1.94008391701754 -1.96866564421053 -1.90280557087719 -1.9598352945614 -1.98124367087719 -1.90660743140351 -1.94161538210526 -1.97638338947368 -1.95716502807018 -1.97248008929825 -1.91297252 -1.94433823122807 -1.94992764561404 -1.94283893842105 -1.96259879912281 -1.90434628491228 -1.95366473403509
"LAYING" 13 -0.692175628870968 -0.971388403882258 -1.05472486001613 -1.11472745114516 -0.319547191935484 -0.361007875 -0.908642466790323 -0.961808153445161 -0.992954554515323 -0.981879570003032 -1.05932969014516 -0.849530898919355 -1.08324031672581 -1.02062914745645 -1.05467859116129 -1.90846251483871 -1.90846251483871 -1.96553409725806 -1.88899059290323 -1.96055957048387 -1.94167700887097 -1.91330608548387 -1.91214771854839 -1.97227785951613 -1.96176939903226 -1.96466465129032 -1.94291028241935 -1.92863385564516 -1.93892409483871 -1.90896681274194 -1.95879873548387 -1.9038150533871 -1.95094944629032
"WALKING" 14 -0.130679499491525 -0.0753912067616949 -0.0548722651333898 -0.171842922711864 -1.22477075864407 -1.37001223830508 -0.382409228315763 -0.32022354559322 -0.452818784949153 -0.603864772826102 -0.0978075452245763 -0.074768528440678 -0.682415966327576 -0.58063465460339 -0.536070279916949 -0.508210299576271 -0.508210299576271 -0.817040073559322 -0.33861067240678 -1.12599836067797 -0.817358158305085 -0.228872842066102 -0.091877220348983 -0.95715832661017 -0.730293494745763 -0.944788714237288 -1.13867792779661 -0.13259989440322 -0.393158708169491 -0.831006780508475 -0.885017462372881 -0.576891001186441 -1.24671459830508
"WALKING_UPSTAIRS" 14 -0.046975651462963 0.286756714997593 0.496738190090741 -0.240267518703704 -1.22991179611111 -1.37053953944444 -0.288450116666667 -0.354740297235185 -0.32442681945 -0.372899169088889 0.3530191444 0.520737629496296 -0.774877702307407 -0.392254694537037 -0.373540388733333 0.12033953555 0.12033953555 -0.620750102494444 0.665755399296296 -0.885741243261111 -0.628488690203704 0.372466695494444 0.878817906337037 -0.794465017407407 -0.719179112664815 -0.655086341481481 -0.905791292537037 0.764921329225 0.719157435051852 -0.219239070555556 -0.698591983374074 0.285518529314815 -1.0222146887963
"WALKING_DOWNSTAIRS" 14 0.311253455782222 0.358856350389778 0.358743058557778 -0.102802364 -1.18498061533333 -1.27212119888889 0.0558229175942222 0.221925708571111 -0.123138800502889 -0.369259603711111 -0.0375386186444444 0.391533050933333 -0.645622475268889 -0.358377001573333 0.0297878754622222 0.613943629488889 0.613943629488889 0.230068976460222 0.0998255547757778 -0.549864887066667 0.03533676463 0.66511637036 0.708299784577778 -0.06402168244 0.303513026155556 -0.269736108791111 -0.6741984144 0.0873473502271111 0.675209076151111 0.650589736002222 0.380486902176667 -0.302684271258222 -0.611596557763556
"SITTING" 14 -0.696311671111111 -0.923641358546296 -1.02317632616667 -0.0372416396296296 -0.986776059857407 -1.03301279162963 -0.906702770777778 -0.972190216154778 -0.986707834828148 -1.02487031416667 -1.03339601975926 -0.860052022814815 -1.08244569807407 -1.03036905339444 -1.0348312997037 -1.86969377333333 -1.86969377333333 -1.949864395 -1.88983752759259 -1.97528159648148 -1.95275966611111 -1.84423597431481 -1.86180423418519 -1.96348748055556 -1.93789544407407 -1.95093199055556 -1.96015020481481 -1.92803413296296 -1.91304966685185 -1.86978379055556 -1.94594475240741 -1.90983850425926 -1.97438941703704
"STANDING" 14 -0.692723291166667 -0.943733538773333 -1.02609401329067 -0.0966857973333333 -1.1924732795 -1.27893260666667 -0.9044551511515 -0.9605667640035 -0.97797451160485 -0.983180414189167 -1.00209150321 -0.867541545916667 -1.07066733403333 -1.01570263477 -1.02559148360983 -1.8801924245 -1.8801924245 -1.943402971 -1.87495622066667 -1.941707545 -1.94630511616667 -1.86823415133333 -1.86020388516667 -1.95857824166667 -1.935080087 -1.9403127395 -1.91985279983333 -1.8951430585 -1.901162583 -1.88951492966667 -1.9398916415 -1.87922112466667 -1.935194896
"LAYING" 14 -0.684226447529412 -0.921039506229412 -0.987165253237255 -1.00762056888235 -0.46337793627451 -0.0647409462745098 -0.873333172213726 -0.976442688047059 -1.00479200599471 -0.952168803281961 -1.08592358833333 -0.803172907058823 -1.07572159976471 -1.0053106333488 -1.0363285597451 -1.76257136941176 -1.76257136941176 -1.93902730196078 -1.81809860431373 -1.93963110509804 -1.84590883339216 -1.83558795523529 -1.82193801803922 -1.9455020972549 -1.93845541568627 -1.94350762568627 -1.90969952921569 -1.86804330529412 -1.9068976427451 -1.75906971590196 -1.93159603019608 -1.84791183607843 -1.93012136117647
"WALKING" 15 -0.0540625931481481 0.121831949682222 -0.626554454333333 -0.0268728964814815 -1.20497478407407 -0.882323091888889 -0.283440512833333 -0.0230206611035185 -0.685609714392981 -0.385113004951481 -0.482107796107778 -0.402284163268148 -0.361437262687037 -0.757656593138519 -0.642766257381482 -0.510392974833333 -0.510392974833333 -0.63020074812963 -0.669509593592593 -1.18176545592593 -0.649961547222222 0.191885720878519 -1.09196855296296 -0.802322053518518 -0.127621720277037 -1.37195639481481 -0.611032739 -0.900783304666667 -1.00546165925926 -0.733501034469444 -0.632165880259259 -0.970916602222222 -1.29908532537037
"WALKING_UPSTAIRS" 15 0.24409041180625 -0.03281774650625 -0.496669953 -0.0340175833333333 -1.24260983395833 -0.84043813825 -0.113972231560417 -0.316034975354167 -0.75406825315625 -0.324917314929167 -0.484954524370833 -0.386197796753542 -0.67001993631875 -0.799595428485417 -0.734631898770833 -0.13752361220625 -0.13752361220625 -0.629413935208333 -0.489646282639583 -1.41259196625 -0.0830152810541667 -0.121068266104167 -0.889191435770833 -0.444284678801042 -0.66849364625 -1.49755867916667 -0.798322184375 -0.7606375148375 -1.00944604666667 -0.420901488791667 -0.653270079333333 -0.762279436104167 -1.52452684125
